,x1,x2,x3,y,yn1,yn2,yn3
286,7.0,-260.0,2019.0,19178.0,19192.71211643476,19178.394696403462,19065.4872192553
287,-2.0,42.0,-34.0,-246.60000000000002,-241.58480596967104,-238.34307805781637,-364.1270082512867
288,-22.0,337.0,-242.0,-1756.5000000000002,-1742.7171469205243,-1732.7559358611165,-1638.5395741201396
289,31.0,303.0,-1057.0,-9125.1,-9119.713868589275,-9156.942089361954,-9049.309055234666
290,-56.0,-570.0,609.0,3678.8000000000006,3674.045847346982,3587.344699431759,3730.2966126489982
291,-156.0,-106.0,-99.0,-3346.8,-3343.4684712798135,-3413.0746986581844,-3381.3671925817303
292,103.0,-262.0,-671.0,-5903.0,-5919.318770874865,-5903.430088752812,-5880.686853178834
293,-5.0,-391.0,-703.0,-8012.1,-7999.85625009388,-7903.050724986228,-8060.822582242928
294,46.0,-730.0,-564.0,-6881.800000000001,-6879.251457566375,-6891.836822029146,-6789.4860562236245
295,-92.0,-508.0,1014.0,7332.800000000001,7343.102462692951,7354.832183928958,7369.233462186761
296,-64.0,871.0,269.0,4130.300000000001,4135.715086557805,4143.006524586161,4058.5816194587437
297,-131.0,1110.0,1168.0,12688.000000000002,12681.914332516732,12708.872232001888,12923.996236046987
298,-52.0,-1.0,-963.0,-10136.900000000001,-10130.772971571969,-10065.608297567042,-10084.51450735971
299,3.0,-240.0,1596.0,15033.000000000002,15046.759629415867,14978.318048510077,15133.858481759058
300,-58.0,-124.0,-142.0,-2503.6000000000004,-2511.627411644174,-2504.254109578524,-2514.0713956515615
301,96.0,-249.0,-935.0,-8548.9,-8554.701156745752,-8524.58953599581,-8508.79122094252
302,7.0,276.0,-257.0,-1679.6000000000004,-1674.0708477924395,-1738.9424526977186,-1628.314853606952
303,101.0,946.0,-415.0,-159.4000000000001,-160.69795149213277,-111.55605267093071,-244.2874528817418
304,130.0,-350.0,871.0,9332.800000000001,9327.724249982872,9389.411531824167,9193.257422289458
305,113.0,-1847.0,-395.0,-7343.700000000001,-7346.874979528768,-7297.382737228205,-7330.658886601975
306,131.0,-201.0,-1818.0,-16603.7,-16629.108845539995,-16631.320218797777,-16625.498748090213
307,9.0,-827.0,631.0,4071.5,4063.4717096948275,4093.965876488428,4020.0860917648533
308,-18.0,390.0,943.0,10053.2,10058.8413324609,10072.011334200582,10052.8005170447
309,26.0,-170.0,254.0,2378.6000000000004,2371.8198673167303,2394.802595214369,2298.248772065713
310,43.0,-120.0,138.0,1604.6000000000001,1612.2178396503414,1599.078556480923,1659.6894478703402
311,5.0,897.0,-1443.0,-11652.500000000002,-11634.59857788332,-11616.017629023472,-11759.259338648877
312,45.0,-158.0,-1328.0,-12838.000000000002,-12844.803459612385,-12783.343351441465,-12791.10482254626
313,-111.0,-575.0,-958.0,-12428.300000000001,-12446.03691976529,-12548.683301017565,-12609.460260179258
314,-50.0,1400.0,1543.0,18231.4,18235.801042400923,18128.662797464945,18129.37608900799
315,-28.0,-164.0,1460.0,13490.000000000002,13493.749334848144,13534.77938492991,13541.948687479651
316,-64.0,-846.0,-372.0,-6787.400000000001,-6793.441827100004,-6739.560238262538,-6723.204843693006
317,-212.0,22.0,-1417.0,-16668.0,-16693.11891029996,-16670.137808977917,-16890.606740768297
318,197.0,-540.0,-718.0,-5854.6,-5864.365801434494,-5964.446136738554,-6006.243648769079
319,-99.0,-722.0,556.0,2172.8,2170.742191513644,2201.7740538794865,2248.087705793157
320,143.0,-657.0,-882.0,-8501.300000000001,-8490.409354435118,-8460.21144439332,-8379.930946713355
321,41.0,18.0,-268.0,-2028.4,-2014.0380343829177,-2131.696450885001,-1916.163738914212
322,-133.0,600.0,96.0,778.6,778.2165601050231,881.3031209505735,954.9419095331183
323,-193.0,125.0,-596.0,-8089.5,-8083.407607170047,-8097.9647270934665,-8020.971369854128
324,144.0,-119.0,243.0,3989.7000000000003,4005.657724880521,3975.51607589272,4063.7862428695507
325,32.0,-156.0,-886.0,-8675.2,-8677.502995242272,-8616.099947738947,-8537.707978307784
326,-64.0,425.0,-684.0,-6413.300000000001,-6417.319268222859,-6376.996637931394,-6471.794517099987
327,-94.0,-490.0,180.0,-818.6000000000001,-823.3845833015857,-757.511497526738,-736.0065681628553
328,67.0,-618.0,208.0,1267.6,1281.9631063419247,1266.0540803391298,1177.9535482581255
329,-110.0,-93.0,-608.0,-7683.5,-7690.117988586192,-7737.592339018145,-7805.964120349483
330,43.0,422.0,-1244.0,-10475.6,-10463.1325198968,-10640.737741817813,-10422.737512286336
331,134.0,347.0,-1303.0,-10036.900000000001,-10023.60896109551,-10059.08743417856,-10039.547713418826
332,-216.0,792.0,-527.0,-5920.6,-5921.554127991828,-5815.30687161362,-5984.461388433097
333,-83.0,-147.0,-586.0,-7251.900000000001,-7243.018561903763,-7212.58286557433,-7295.5111527079725
334,-10.0,725.0,1714.0,18620.7,18624.890179672762,18551.42529988663,18660.277511031905
335,108.0,71.0,373.0,5294.3,5288.768676687874,5248.73365049253,5289.70792266446
336,-111.0,-443.0,-410.0,-6701.5,-6724.025426555101,-6730.3524741719,-6840.073719186988
337,188.0,-1099.0,837.0,7754.5,7749.6543589687635,7821.296689284997,7679.317112395634
338,41.0,-927.0,1614.0,13863.7,13883.860067953545,13991.363269621734,13797.975868710248
339,-87.0,-36.0,130.0,11.0,11.537040444739224,10.920555818908035,11.093107437860503
340,100.0,1141.0,211.0,6488.500000000001,6489.233336285089,6411.7146042455615,6473.471273324222
341,11.0,857.0,-704.0,-4437.900000000001,-4447.762508097975,-4437.789804647504,-4460.531830751776
342,-35.0,-719.0,1083.0,8203.100000000002,8194.854495365413,8145.211290266991,8232.22534998133
343,-80.0,163.0,-785.0,-8324.900000000001,-8341.59516554444,-8318.026168372193,-8250.928781457409
344,-207.0,28.0,43.0,-2276.8,-2271.9116317763514,-2249.4258095800715,-2255.8775604734687
345,69.0,211.0,-1342.0,-11657.3,-11654.819392925789,-11732.155958769854,-11659.777891114336
346,142.0,354.0,-1736.0,-14154.200000000003,-14163.820407624504,-14224.785841734405,-14308.065972025543
347,7.0,517.0,80.0,2273.7,2285.522871511995,2247.194300250876,2242.946318606251
348,60.0,896.0,-1705.0,-13485.8,-13499.401020238318,-13508.704882517515,-13399.210387097695
349,98.0,-338.0,447.0,4781.200000000001,4787.398242968357,4805.429056875744,4513.7879794826395
350,13.0,229.0,1445.0,14953.500000000002,14951.936280110327,14953.035022689426,15041.323818143035
351,-139.0,-433.0,-19.0,-3217.9,-3223.3759893804486,-3228.9839964722514,-3205.6655097426647
352,8.0,592.0,-1039.0,-8476.6,-8499.568284002236,-8515.452198376228,-8495.666287066371
353,26.0,438.0,746.0,8841.800000000001,8843.077171152605,8850.654964843208,8823.450549789804
354,-106.0,-87.0,274.0,1029.9,1030.0655960715699,1009.0403014826924,1074.5454874570275
355,129.0,-157.0,326.0,4499.5,4489.16158179988,4496.245864610513,4607.272292221928
356,43.0,-426.0,421.0,3551.8,3543.0788882611655,3567.008520472923,3669.5035371878057
357,-131.0,1191.0,-1186.0,-10162.5,-10173.060934941846,-10185.57408845923,-10265.380631189018
358,125.0,68.0,-1825.0,-16026.4,-16029.432010926814,-15975.489893880873,-16193.704406219345
359,-3.0,388.0,1036.0,11160.2,11163.861401699414,11166.246137666958,11341.815694472794
360,-11.0,-56.0,-411.0,-4326.400000000001,-4335.016840242306,-4290.081347730202,-4366.112328737968
361,-174.0,-392.0,272.0,-724.3999999999996,-721.8553358239487,-830.9488590773727,-759.8063026533457
362,-196.0,-604.0,217.0,-2130.6000000000004,-2146.849770239962,-2131.7331603659604,-2256.1075769791855
363,-103.0,-386.0,-513.0,-7449.800000000001,-7441.830556024312,-7408.319268311657,-7250.1126220799515
364,-68.0,-710.0,-615.0,-8855.2,-8835.781661544706,-8895.900359029241,-8857.870952357207
365,-212.0,957.0,-1586.0,-15799.7,-15784.585286093952,-15821.574229125723,-15908.140397671632
366,15.0,-449.0,-642.0,-7302.900000000001,-7291.159085357776,-7296.887699887421,-7391.583667237385
367,-40.0,-1054.0,341.0,-40.0,-47.696361506601775,4.75316001918744,-30.580430384145558
368,9.0,108.0,1009.0,10300.400000000001,10294.152161853119,10372.40097965705,10190.758673199494
369,-60.0,661.0,591.0,6772.5,6778.205099522814,6788.6338666581605,6624.343823451926
370,-82.0,41.0,-380.0,-4712.1,-4704.013560004571,-4677.4174707044085,-4785.39043280074
371,8.0,245.0,398.0,4669.1,4670.532030035678,4706.522705169274,4704.897957722848
372,-66.0,808.0,748.0,8627.6,8628.096526681984,8614.241799702402,8544.165260485846
373,77.0,1036.0,549.0,9209.2,9206.641065183663,9146.631146521426,9250.09023732542
374,-24.0,564.0,-1824.0,-16674.0,-16665.294391118252,-16683.55638016423,-16539.692447631067
375,-56.0,79.0,-880.0,-9161.1,-9162.72065761677,-9155.65288816007,-9157.400407785368
376,-112.0,-1277.0,917.0,4037.9000000000005,4034.714242035603,4010.698249394974,4165.81246550086
377,99.0,-630.0,-102.0,-1374.0,-1351.9933992003064,-1381.7098991243588,-1399.2650526927532
378,-3.0,1280.0,-2469.0,-20780.4,-20779.96837666065,-20807.348753818747,-20774.31799774699
379,-101.0,-762.0,246.0,-1000.0,-1001.4268276927857,-900.7398734027323,-937.0604762866122
380,-38.0,862.0,-312.0,-1239.4000000000003,-1232.7054227503256,-1223.547842063488,-1219.264360089597
381,-47.0,-28.0,167.0,931.2,926.5638391305072,1008.8045324257907,1032.0396490201772
382,-81.0,92.0,-72.0,-1542.6000000000001,-1535.2021002378274,-1550.0438460048783,-1393.49042172203
383,214.0,68.0,-132.0,1757.5999999999997,1752.6560776837237,1724.0232544333492,1749.086931045764
384,-154.0,-574.0,-440.0,-7925.4,-7904.262524738793,-7835.500852361294,-7939.8157367339545
385,34.0,194.0,-199.0,-970.8,-962.8369851980226,-867.9723897377535,-920.1650580397554
386,-124.0,-150.0,161.0,-488.8000000000002,-483.3033739518306,-530.7770165332063,-492.2522302000727
387,-24.0,295.0,-1001.0,-9334.900000000001,-9333.497055579604,-9358.47511800226,-9349.616819160583
388,-97.0,-148.0,-840.0,-9931.4,-9944.710139617575,-9885.684289917857,-9870.675418158316
389,241.0,317.0,997.0,13855.900000000001,13849.64184125601,13870.666664366769,13878.208804361366
390,-118.0,-343.0,456.0,1961.5,1953.8648269696935,1894.893889483008,1987.4878257678931
391,-139.0,487.0,-622.0,-6643.3,-6633.742655041912,-6580.9771354791,-6669.348025706842
392,51.0,277.0,-1231.0,-10632.5,-10628.216955947835,-10687.06638453708,-10796.187032280613
393,-109.0,986.0,-1590.0,-14380.400000000001,-14373.785223707606,-14352.857326507334,-14493.85753892728
394,55.0,389.0,1633.0,17790.7,17782.762027920107,17758.225826114,17775.594404469015
395,57.0,-262.0,-2235.0,-21846.6,-21835.528217649637,-21871.273111694678,-21829.017888492257
396,-117.0,162.0,1035.0,9012.6,9001.383742278662,9063.713721606362,9019.890375069925
397,79.0,-828.0,-517.0,-6243.6,-6246.32339180753,-6223.3305820028745,-6213.421374372062
398,-121.0,571.0,651.0,6300.1,6313.669794868041,6254.755805241377,6393.944229821144
399,38.0,-368.0,809.0,7443.800000000001,7442.208783046283,7379.04122998353,7474.944774401824
400,28.0,-746.0,-1846.0,-19729.800000000003,-19725.289966250293,-19725.477030834336,-19758.039029049105
401,90.0,645.0,-622.0,-3148.1000000000004,-3155.233225850562,-3157.791733192245,-3329.643820178907
402,-124.0,-900.0,1001.0,5718.200000000001,5706.336372960368,5676.818118956885,5562.902924001553
403,11.0,416.0,-1499.0,-13419.6,-13426.722924479938,-13520.741386690586,-13247.321162865877
404,8.0,-450.0,-644.0,-7419.000000000001,-7406.7378025334565,-7401.8784593966,-7430.037451593679
405,-90.0,-332.0,-548.0,-7472.800000000001,-7461.104724082484,-7502.160747847115,-7400.50822504942
406,-33.0,355.0,989.0,10208.5,10205.42855540796,10178.67768467941,10114.921756952624
407,-11.0,212.0,-317.0,-2681.6000000000004,-2676.0545177120425,-2619.25698438732,-2615.9795551257985
408,-110.0,971.0,-2114.0,-19569.5,-19573.618948493822,-19644.278529291685,-19697.812190239176
409,20.0,-11.0,83.0,1051.7,1046.2861985846519,1032.1221181308133,1091.850830514076
410,-36.0,1034.0,671.0,8885.2,8904.130100631246,8991.382164617304,8976.075213834436
411,-228.0,792.0,-405.0,-4885.800000000001,-4886.7018067499,-4894.83904234328,-4806.094745373553
412,36.0,683.0,-115.0,1199.5,1214.4791724216968,1192.3422097722757,1338.3134926762734
413,-174.0,-527.0,-386.0,-7537.3,-7528.041829963243,-7443.130287565044,-7755.451621213567
414,249.0,455.0,-803.0,-3304.3,-3305.486476740172,-3315.011376672955,-3462.478502498294
415,97.0,903.0,1181.0,15311.7,15312.301382290589,15242.25306500534,15329.690493965165
416,-148.0,959.0,129.0,1870.3000000000002,1862.032939295788,1819.5004671808433,1817.7144736472992
417,36.0,370.0,119.0,2647.6000000000004,2651.3258111702266,2648.3889264884465,2590.8017164760663
418,36.0,-3.0,-285.0,-2318.7,-2327.957630914382,-2264.7122214415504,-2137.366210282135
419,96.0,66.0,-1372.0,-11981.0,-11976.789687435983,-12001.990836166451,-11998.274248009555
420,117.0,-432.0,1531.0,15405.2,15414.552114132788,15420.224094725916,15454.993327742375
421,-81.0,-793.0,-436.0,-7499.300000000001,-7500.25294560272,-7512.677203240334,-7338.2171525800095
422,3.0,745.0,-1178.0,-9492.7,-9508.306084052634,-9430.534669192573,-9646.276552807481
423,-126.0,-344.0,-186.0,-4440.0,-4462.248706607048,-4397.380663698047,-4523.989783142961
424,-89.0,25.0,749.0,6215.1,6218.274317276401,6219.886938468135,6033.416311451109
425,70.0,492.0,-1178.0,-9278.000000000002,-9279.626779695682,-9196.662043007655,-9422.552211700086
426,70.0,663.0,-918.0,-6268.300000000001,-6260.188649838913,-6138.98161641429,-6277.492401253146
427,89.0,165.0,-1371.0,-11797.7,-11797.634808732686,-11716.973495264376,-11807.200621447157
428,30.0,587.0,106.0,3025.7000000000003,3028.7003449101526,3094.8908077083533,3038.500291370572
429,5.0,385.0,-1696.0,-15514.300000000003,-15513.760847730115,-15481.808488950266,-15689.986254072483
430,-49.0,-346.0,-628.0,-7745.200000000001,-7753.334809970141,-7820.969510791386,-7831.8195667126
431,69.0,-115.0,-882.0,-8029.5,-8039.660093809629,-8004.999999412848,-7842.8768429041
432,-61.0,277.0,1327.0,12935.1,12935.353746294237,12902.687058969908,12864.297923057084
433,-141.0,67.0,-425.0,-5873.5,-5903.953927700356,-5877.291244620536,-5964.8799293670645
434,-38.0,-160.0,-1890.0,-19463.2,-19447.927899840117,-19475.292586958054,-19408.519874803016
435,-31.0,324.0,682.0,7143.0,7137.295247385244,7167.77409327329,7308.0752475647605
436,12.0,183.0,-1230.0,-11399.1,-11384.190955437962,-11335.208573704305,-11562.28006464646
437,24.0,-378.0,-40.0,-1091.0,-1082.1958983857128,-1002.0104998847867,-1022.0741464884663
438,31.0,-408.0,226.0,1528.6000000000001,1531.6856195073688,1624.3765336413996,1430.496642809326
439,39.0,490.0,1190.0,13507.6,13509.848522522638,13549.177337334419,13532.207207946547
440,72.0,-220.0,-184.0,-1432.4,-1445.9534908135706,-1443.1563783851757,-1527.5707158819382
441,-46.0,59.0,-351.0,-3896.9,-3883.229642484389,-3879.3214851116404,-3771.2259252226986
442,126.0,750.0,-190.0,1851.4000000000003,1857.2906846802673,1783.883544239967,1661.633832508292
443,108.0,-1337.0,1936.0,16810.100000000002,16819.81133710459,16826.968555153162,16872.133107966307
444,7.0,-200.0,376.0,3238.6000000000004,3223.6063036679134,3155.786808049007,3322.7450606185803
445,-102.0,76.0,-372.0,-4807.200000000001,-4807.40608621495,-4778.179364973771,-4680.062345339809
446,-106.0,345.0,-274.0,-3174.1000000000004,-3150.740410178476,-3141.601158892015,-3079.650153782493
447,-86.0,115.0,153.0,657.5,654.8789136831444,668.951735235525,730.3590492783792
448,-77.0,-200.0,-877.0,-10166.4,-10169.641727288723,-10080.866640027556,-10131.891993117986
449,-168.0,-817.0,488.0,325.3000000000002,324.35012695334296,349.5120593149673,250.8028161657889
450,118.0,-572.0,-114.0,-1080.4,-1082.5822426408286,-1123.9237517399408,-935.8813535987144
451,57.0,359.0,-1306.0,-11065.7,-11049.206310510279,-11101.509080952563,-10968.002662535298
452,-17.0,-42.0,-1090.0,-11023.2,-11025.27110084575,-10987.769810190815,-11160.419725251808
453,121.0,538.0,-1681.0,-13399.800000000003,-13390.479716111893,-13366.287606770657,-13466.606851540366
454,-12.0,255.0,1317.0,13434.300000000001,13458.526122156256,13430.768298178476,13362.501707759096
455,67.0,-315.0,-1853.0,-18112.100000000002,-18108.2179374213,-18117.41087751265,-18130.877995651826
456,94.0,949.0,-126.0,2587.1000000000004,2589.9520951047016,2616.613753453747,2646.8167640841025
457,-46.0,172.0,1624.0,15763.2,15766.134120673147,15798.840183052174,15681.010353037613
458,-52.0,-273.0,-1173.0,-12929.300000000001,-12935.29725900574,-12947.239761405674,-12880.380089449736
459,88.0,248.0,-562.0,-3658.8,-3652.546975927369,-3682.6433932333694,-3499.0900926665154
460,-122.0,158.0,1900.0,17411.8,17414.6118121144,17499.915328437055,17346.74737090137
461,62.0,-395.0,900.0,8584.3,8581.538455683241,8605.228800082044,8797.882654380239
462,-29.0,-713.0,-1453.0,-16553.100000000002,-16550.979430955253,-16556.739995280368,-16443.199511370047
463,-179.0,750.0,881.0,8260.2,8261.159292169114,8323.875695103765,8369.74352289025
464,-7.0,-1014.0,-1996.0,-22392.4,-22385.618190303245,-22380.401657630468,-22338.8785475965
465,-59.0,857.0,-473.0,-3112.1000000000004,-3106.4227097750695,-3145.7388429609246,-2999.4028750024036
466,-154.0,111.0,-249.0,-4204.1,-4192.9587607526,-4198.900163021211,-4185.579732425651
467,34.0,-507.0,-1140.0,-12085.3,-12087.744630479394,-12055.862814178834,-12113.264816424291
468,-98.0,1302.0,892.0,10943.8,10947.992446802056,10948.73091374077,11033.494192379392
469,54.0,-512.0,92.0,242.79999999999995,236.3219001051608,171.04682194767747,209.26914535468524
470,66.0,-29.0,369.0,4422.3,4417.207242839503,4480.116262178546,4526.249939775887
471,57.0,840.0,-1143.0,-8169.600000000001,-8153.472517444253,-8171.258775083026,-8150.508951962217
472,61.0,508.0,-1027.0,-7875.6,-7857.006932698131,-7885.440631214097,-7870.730794016436
473,39.0,1740.0,-789.0,-2511.6000000000004,-2493.1321078445335,-2449.5521057744068,-2497.330357386977
474,-8.0,770.0,1083.0,12585.2,12592.94103783872,12586.102247756153,12677.44248605256
475,-65.0,-522.0,-1473.0,-16715.800000000003,-16717.399119398837,-16784.75832055159,-16600.12521666629
476,-92.0,-186.0,-1127.0,-12779.6,-12782.642154620053,-12789.30465411738,-12756.2757883702
477,-245.0,186.0,-472.0,-7406.400000000001,-7408.660781154958,-7495.824197714269,-7415.672753290332
478,25.0,-661.0,-1284.0,-14032.900000000001,-14030.671542389055,-14009.804072539075,-14279.994361562274
479,115.0,506.0,45.0,3348.2,3347.486265150524,3331.709754049942,3041.6477279571586
480,137.0,-595.0,615.0,6256.3,6261.775219718145,6269.705029068567,6190.608211740635
481,15.0,178.0,182.0,2465.2000000000003,2460.5153310676,2458.447763060582,2468.7750461803244
482,81.0,-100.0,183.0,2608.8,2594.946526429315,2676.531169458557,2576.5316320902184
483,38.0,652.0,-449.0,-2130.600000000001,-2125.5290901577273,-2069.0725096322867,-2303.238785555107
484,-134.0,538.0,-1456.0,-14611.800000000001,-14603.76600598815,-14520.220647303267,-14604.912956403472
485,249.0,316.0,832.0,12343.400000000001,12324.247596699133,12330.910436540278,12376.173875029586
486,-69.0,975.0,1175.0,13222.9,13220.494799903614,13220.080540661724,13140.17132721157
487,-168.0,43.0,-201.0,-4104.900000000001,-4122.46405418679,-4065.487453675118,-4247.055276477924
488,26.0,-1231.0,-261.0,-5533.1,-5526.258586413136,-5528.017175386506,-5512.956625374021
489,129.0,153.0,-1102.0,-8657.9,-8652.207393055482,-8658.656409126463,-8603.398085742167
490,251.0,-945.0,1367.0,14208.5,14220.84072051359,14238.298089200243,14162.699853915721
491,-17.0,-113.0,-534.0,-5766.1,-5770.921001636261,-5782.303772013828,-5734.728653757995
492,-133.0,-476.0,-705.0,-9976.400000000001,-9996.760978540065,-10016.702665522718,-9984.319561065846
493,114.0,28.0,1123.0,12608.600000000002,12595.463466708863,12629.590108697592,12699.844826252594
494,-40.0,-1398.0,-862.0,-12758.2,-12746.823702284935,-12717.844736546163,-12884.810550616241
495,155.0,-514.0,-644.0,-5622.000000000001,-5650.214393785036,-5653.5718433360735,-5646.957055596247
496,-21.0,-1083.0,521.0,1900.2999999999997,1921.3109919430656,1835.0127893290307,1893.2884647457654
497,36.0,391.0,176.0,3262.9000000000005,3296.4398776598005,3211.765778082111,3090.545112255135
498,20.0,319.0,1777.0,18543.9,18542.71042839406,18647.998377780066,18383.954942056313
499,84.0,-174.0,-1260.0,-11692.2,-11683.76121099623,-11702.941242263165,-11761.165287732272
500,-138.0,-422.0,-219.0,-5134.800000000001,-5133.299318778774,-5142.04690832454,-5183.61003277459
501,68.0,-1083.0,-442.0,-6344.500000000001,-6340.573645044961,-6330.661918198772,-6426.6162471121515
502,-122.0,274.0,-1357.0,-14193.6,-14205.190821757185,-14179.701945091687,-14118.012964522222
503,-207.0,-469.0,-1507.0,-18808.7,-18806.821654449628,-18862.787955527343,-18710.18366684767
504,74.0,-56.0,1078.0,11404.800000000001,11404.29033311773,11399.375241835844,11427.559611807674
505,50.0,746.0,530.0,7878.2,7872.468964684592,7855.418210115631,7948.996597205119
506,-98.0,-810.0,-1073.0,-14015.600000000002,-13998.138110358555,-13999.15603516613,-14138.503449274875
507,90.0,-375.0,-1769.0,-17142.7,-17140.906402243923,-17066.590470608666,-17018.746494187584
508,-82.0,289.0,2003.0,19310.9,19317.168247099955,19388.910988254265,19251.596568015157
509,-12.0,424.0,1940.0,19996.0,19978.642099714012,20037.525926097544,19921.117738897334
510,59.0,-217.0,-1858.0,-18003.7,-17996.467302766898,-18020.054195097262,-17952.035221086637
511,111.0,659.0,982.0,12890.300000000001,12901.277941967901,12914.778644839911,12768.294066537335
512,45.0,-351.0,-1524.0,-15279.900000000001,-15267.141603761553,-15313.727687713907,-15232.067668062487
513,-65.0,-615.0,-42.0,-2943.1,-2945.6445705627366,-3005.5759414935414,-2942.309464554852
514,3.0,582.0,259.0,4149.8,4146.590393999313,4060.3517430102543,4060.257833792971
515,5.0,-389.0,-71.0,-1679.1000000000004,-1674.6890281398832,-1599.3279132140653,-1674.3207505413602
516,-69.0,801.0,796.0,9038.900000000001,9031.634464278015,9117.517623213553,8934.544286965802
517,-38.0,-385.0,-1568.0,-16915.100000000002,-16906.021706475487,-16887.02588990194,-16785.24170571985
518,171.0,686.0,-437.0,-139.0,-152.65677460243893,-67.63999711915646,-193.0424574631688
519,125.0,-744.0,162.0,1253.8,1235.6890689756874,1342.5768842825992,1344.3802808234163
520,-50.0,-622.0,1442.0,11782.2,11788.000983114547,11731.534819738152,11755.061696833947
521,-62.0,313.0,273.0,2689.7,2685.4838223459137,2656.7422849673744,2821.4909869816256
522,-56.0,-598.0,111.0,-1277.1999999999998,-1292.675642513136,-1333.240471872076,-1330.9477034369354
523,-88.0,-162.0,-920.0,-10632.6,-10635.373882726051,-10572.872296818892,-10616.489917498086
524,-9.0,832.0,235.0,4428.8,4436.303164545771,4441.437328617604,4329.71477008813
525,74.0,-324.0,100.0,1096.8000000000002,1101.1876047459907,1060.0461199307433,1004.0373864740835
526,68.0,-1536.0,-1166.0,-14662.800000000003,-14653.240703934653,-14613.41984952588,-14488.936047924208
527,-192.0,515.0,135.0,140.69999999999982,148.02331817664492,155.15324334171467,55.88611762451001
528,16.0,-135.0,138.0,1202.3000000000002,1202.447670990718,1186.9486565507914,1134.424900405808
529,130.0,-548.0,948.0,9552.800000000001,9544.080499527432,9455.587185770208,9493.226779199638
530,-87.0,395.0,-519.0,-5185.500000000001,-5174.108061776184,-5244.712514348345,-5306.800578297596
531,-131.0,1201.0,-447.0,-2893.3,-2887.9029576528337,-2846.7938250055163,-2753.4840664902913
532,-31.0,-32.0,-575.0,-6136.8,-6124.382200609236,-6032.526044331997,-6126.748986825265
533,-49.0,325.0,-110.0,-857.0999999999999,-855.344347536776,-813.0058811979416,-926.5720239432559
534,-128.0,-488.0,769.0,4503.400000000001,4497.30893301176,4552.3223035742685,4663.068836159526
535,48.0,63.0,-920.0,-8202.7,-8213.146625490102,-8262.788291593168,-8169.210619458196
536,-49.0,475.0,761.0,8083.7,8084.922943456086,8088.071804693936,7940.6917910542625
537,37.0,233.0,-671.0,-5450.9,-5457.343064069616,-5451.788016673312,-5218.023576978322
538,71.0,173.0,1428.0,15412.900000000001,15411.82467404362,15434.130702024522,15498.117628696473
539,124.0,-1343.0,-201.0,-3934.3,-3922.306657852936,-3912.2103071506745,-3983.4727101368394
540,82.0,-85.0,20.0,1065.3,1080.105272942496,1074.8139916067014,1260.5012438557817
541,-85.0,-709.0,1920.0,15762.7,15752.846561187385,15797.985148828513,15622.433186127862
542,23.0,1772.0,1593.0,20704.0,20710.73922228972,20721.53427280092,20743.250073556035
543,38.0,174.0,-357.0,-2519.6000000000004,-2511.653239734965,-2481.093779477544,-2536.081252902173
544,-135.0,-355.0,39.0,-2385.3,-2394.7249890218823,-2375.9712014287998,-2240.0498292828725
545,98.0,-441.0,923.0,9167.900000000001,9186.706063266587,9102.130464875096,9162.340647846791
546,-57.0,814.0,-634.0,-4779.200000000001,-4782.6746553635685,-4803.376378804316,-4666.944703831646
547,-151.0,-374.0,-608.0,-8991.6,-9007.937573911751,-8950.02188209991,-9073.943787502749
548,-12.0,-291.0,-2242.0,-22918.100000000002,-22924.17341480697,-22845.894187860482,-23041.954971663978
549,54.0,704.0,1669.0,18980.600000000002,18996.207850187773,19013.589548471195,19125.853286698308
550,-210.0,876.0,-626.0,-6583.6,-6576.1289888188985,-6615.530038704725,-6625.381683691147
551,-42.0,566.0,-2111.0,-19722.4,-19713.072113985774,-19661.652873827676,-19720.93331390436
552,39.0,1034.0,-683.0,-3379.0000000000005,-3379.741208842226,-3418.0316980254797,-3297.9741886242855
553,-57.0,-570.0,-1585.0,-17835.800000000003,-17842.43737323161,-17918.43725248463,-17849.661342329782
554,31.0,-923.0,1811.0,15671.100000000002,15656.65638380542,15718.064770594925,15556.06271988116
555,143.0,-36.0,833.0,9982.400000000001,9995.27199050211,10023.681516125787,9866.7198661393
556,-30.0,42.0,2590.0,25093.400000000005,25092.93331148096,25120.658822337784,24930.83865924446
557,-129.0,-468.0,-844.0,-11263.400000000001,-11276.170106470658,-11305.739964087577,-11212.46205505979
558,35.0,-822.0,-568.0,-7316.800000000001,-7322.071497071217,-7302.278702739439,-7350.0421931058245
559,1.0,296.0,-70.0,126.60000000000002,114.35897667798548,189.5767873391973,11.32681984397577
560,147.0,604.0,655.0,10019.600000000002,10001.682344971156,10013.127695866728,9994.615072192993
561,89.0,-406.0,-1753.0,-17083.0,-17091.129500382795,-17058.860407196888,-17012.587218883367
562,-33.0,-470.0,-103.0,-2720.6000000000004,-2716.3376391939482,-2788.5002611388322,-2715.391226879561
563,-58.0,-551.0,753.0,5114.5,5124.42680224314,5061.513306249165,5052.639498653733
564,-24.0,1067.0,-1660.0,-13708.7,-13721.35969897173,-13744.87930858001,-13700.306966937887
565,283.0,-796.0,-919.0,-7363.200000000001,-7344.755556441599,-7362.043153908078,-7241.920527046249
566,24.0,-669.0,725.0,5620.300000000001,5617.281180720551,5626.796779694547,5487.255600891126
567,-142.0,582.0,1180.0,11232.6,11242.153689415214,11241.047003383821,11246.123805668063
568,-46.0,-804.0,921.0,6238.6,6238.158048623871,6171.37688568638,6272.106204880683
